Category,Description,Data.Protein,Data.Fat.Total Lipid,Data.Fat.Polysaturated Fat,Data.Carbohydrate,Data.Fiber,Data.Water,Data.Vitamins.Vitamin A,Data.Major Minerals.Calcium,Data.Vitamins.Vitamin E,Data.Vitamins.Vitamin K,Data.Thiamin,Data.Riboflavin,Data.Niacin,Data.Vitamins.Vitamin B6,Data.Vitamins.Vitamin B12,Data.Choline,Data.Vitamins.Vitamin C,Data.Major Minerals.Phosphorus,Data.Major Minerals.Magnesium,Data.Major Minerals.Sodium,Data.Major Minerals.Potassium,Data.Major Minerals.Copper,Data.Major Minerals.Iron,Data.Major Minerals.Zinc
Cookie,"Cookie, oatmeal, with raisins",6.2,18.1,2.543,68.7,2.8,5.7,5,37,0.26,8,0.267,0.23,2.227,0.066,0,12,0.5,138,33,520,142,0.134,2.58,0.79
Cookie,"Cookie, oatmeal, reduced fat, NS as to raisins",4.02,10.04,2.269,64.62,16.1,19.46,92,0,1.1,11.3,0.234,0.404,1.537,0.044,0.08,13.1,0,92,32,562,274,0.131,1.45,0.61
Cookie,"Cookie, oatmeal sandwich, with creme filling",2.61,18.29,7.434,55.62,2.6,22.1,1,0,2.21,5.4,0.236,0.111,1.146,0.046,0.01,8.7,0,94,35,500,136,0.137,1.88,0.67
Cookie,"Cookie, oatmeal, with chocolate chips",5.72,20.92,2.169,67.56,3.5,4.51,4,36,0.26,7.4,0.217,0.197,1.8,0.059,0,14.4,0.4,137,52,399,195,0.268,2.71,0.99
Cookie,"Cookie, oatmeal sandwich, with peanut butter and jelly filling",2.61,18.29,7.434,55.62,2.6,22.1,1,0,2.21,5.4,0.236,0.111,1.146,0.046,0.01,8.7,0,94,35,500,136,0.137,1.88,0.67
Cookie,"Cookie, oatmeal, with chocolate and peanut butter, no bake",6.2,18.1,2.543,68.7,2.8,5.7,5,37,0.26,8,0.267,0.23,2.227,0.066,0,12,0.5,138,33,520,142,0.134,2.58,0.79
Cookie,"Cookie, peanut butter",8.92,23.82,3.61,58.15,2.1,7.28,9,41,3.53,4.4,0.208,0.208,3.86,0.122,0.04,10,0,156,44,463,202,0.153,2.11,0.86
Cookie,"Cookie, peanut butter, with chocolate",7.8,25.29,2.983,59.51,3,5.72,7,39,2.75,4.7,0.172,0.18,3.045,0.101,0.03,12.8,0,150,61,356,241,0.283,2.35,1.04
Cookie,"Cookie, peanut butter with rice cereal, no bake",3.4,9,5.1,80.5,0,5.9,270,3,0,0,0.7,0.8,9.1,0.9,0,0,0,42,13,351,39,0.1,2.2,0.5
Cookie,"Cookie, peanut butter sandwich",8.8,21.1,3.795,65.6,1.9,2.8,1,53,1.87,3.9,0.325,0.263,3.739,0.139,0.23,18.7,0.1,188,49,368,192,0.237,2.6,1.06
Cookie,"Cookie, with peanut butter filling, chocolate-coated",8.1,35.3,6.3,52.9,3.5,1.8,0,35,4.32,4.7,0.14,0.09,4.5,0.102,0.01,17.5,0,37,17,371,217,0.585,2.1,0.2
Cookie,"Cookie, Pfeffernusse",5.37,26.22,8.326,63.78,1.3,3.6,0,13,2.44,11,0.353,0.314,3.275,0.071,0,0.9,0,66,14,353,88,0.09,2.98,0.49
Cookie,"Cookie, Pizzelle",8.1,6.9,3.264,79,3,5.3,0,25,0.78,1.8,0.25,0.354,4.427,0.03,0,9.4,0,97,26,256,112,0.204,3.6,0.67
Cookie,"Cookie, pumpkin",6.2,18.1,2.543,68.7,2.8,5.7,5,37,0.26,8,0.267,0.23,2.227,0.066,0,12,0.5,138,33,520,142,0.134,2.58,0.79
Cookie,"Cookie, raisin",4.1,13.6,1.756,68,1.2,13.1,2,46,2.22,3.9,0.216,0.206,1.967,0.052,0.03,14.7,0.4,83,21,418,140,0.413,2.29,0.32
Cookie,"Cookie, raisin sandwich, cream-filled",2.61,18.29,7.434,55.62,2.6,22.1,1,0,2.21,5.4,0.236,0.111,1.146,0.046,0.01,8.7,0,94,35,500,136,0.137,1.88,0.67
Cookie,"Cookie, rum ball, no bake",5.37,26.22,8.326,63.78,1.3,3.6,0,13,2.44,11,0.353,0.314,3.275,0.071,0,0.9,0,66,14,353,88,0.09,2.98,0.49
Cookie,"Cookie, sandwich-type, not chocolate or vanilla",4.5,20,7.551,72.1,1.5,2.2,0,27,1.6,5,0.261,0.243,2.69,0.018,0,4.1,0,75,14,388,91,0.114,2.21,0.4
Cookie,"Cookie, shortbread",5.37,26.22,8.326,63.78,1.3,3.6,0,13,2.44,11,0.353,0.314,3.275,0.071,0,0.9,0,66,14,353,88,0.09,2.98,0.49
Cookie,"Cookie, shortbread, reduced fat",5.37,14,6.057,75.99,1.3,3.6,0,13,2.44,3.5,0.353,0.314,3.275,0.071,0,1.5,0,66,14,571,88,0.09,2.98,0.49
Cookie,"Cookie, shortbread, with icing or filling",5.05,28.31,7.333,62.6,2.1,2.99,0,16,2.1,10.8,0.291,0.266,2.685,0.063,0,4.8,0,77,32,283,138,0.202,2.95,0.69
Pocky,Pocky,10,22.5,6.717,51.08,5,15.09,1,50,8.87,1.7,0.071,0.199,0.641,0.048,0.4,4.4,0,184,36,213,181,0.225,0.9,0.9
Cookie,"Cookie, animal",6.9,13.8,1.873,74.1,1.1,3.9,0,43,0.12,5.9,0.35,0.326,3.47,0.022,0.05,12,0,114,18,335,100,0.157,2.75,0.64
Cookie,"Cookie, animal, with frosting or icing",3,24.1,4.5,70.09,0.9,2,0,6,0.93,6,0.28,0.15,1.7,0.014,0,3.5,0,5,7,257,96,0.052,1.57,0.24
Cookie,"Cookie, butter or sugar",5.35,19.55,3.746,67.34,1.3,6.29,7,35,3.07,8.6,0.232,0.236,2.942,0.068,0.19,10.8,0.1,99,13,385,87,0.079,2.24,0.43
Marie biscuit,Marie biscuit,7.05,10.58,1.67,70.54,3.5,9.79,1,0,0.45,3.8,0.541,0.493,3.861,0.074,0.19,27,0,193,28,370,307,0.101,0,0.61
Cookie,"Cookie, butter or sugar, with fruit and/or nuts",6.58,20.71,4.948,65.26,1.8,5.83,131,39,0.54,2,0.329,0.293,2.709,0.093,0.29,9.9,0.3,123,28,227,206,0.328,2.23,0.62
Cookie,"Cookie, sugar wafer",3.84,23.24,2.651,70.64,1.6,1.66,0,27,2.5,2.1,0.037,0.12,2.183,0.043,0,1.2,0,72,16,103,117,0.066,3.73,0.43
Cookie,"Cookie, toffee bar",5.1,24.72,8.417,65.36,2,3.57,0,21,2.01,33.7,0.292,0.297,2.665,0.058,0.03,10.5,0,109,41,311,171,0.323,5.58,0.72
Cookie,"Cookie, vanilla sandwich",4.5,20,7.551,72.1,1.5,2.2,0,27,1.6,5,0.261,0.243,2.69,0.018,0,4.1,0,75,14,388,91,0.114,2.21,0.4
Cookie,"Cookie, vanilla sandwich, extra filling",4.33,24.52,2.471,68.2,2.7,1.65,0,16,1.89,6.2,0.115,0.12,1.937,0,0.02,3.3,0,69,36,351,137,0.337,7.8,0.78
Cookie,"Cookie, vanilla sandwich, reduced fat",4.17,10.42,1.118,78.16,2.1,6.25,0,42,1.31,2.6,0.402,0.27,3.006,0.025,0.01,1.2,0,60,12,354,104,0.077,2.25,0.37
Cookie,"Cookie, butter or sugar, with chocolate icing or filling",4.1,23.5,5.1,68.83,1.9,2,0,19,1.81,6.6,0.34,0.19,2.1,0.026,0.03,6.7,0,74,13,301,234,0.365,2.44,0.2
Cookie,"Cookie, butter or sugar, with icing or filling other than chocolate",3.38,14.93,2.445,72.7,0.4,7.99,151,21,1.65,8.3,0.2,0.192,1.712,0.229,0.21,4.8,0,59,7,204,67,0.11,1.21,0.22
Cookie,"Cookie, tea, Japanese",4.2,2.7,0.466,84,1.6,8,1,12,0.03,1.1,0.182,0.13,1.84,0.013,0.01,6,0,35,7,31,41,0.06,1.44,0.17
Cookie,"Cookie, vanilla wafer",4.9,16.41,6.738,72.6,1.6,4.98,0,36,2.27,29,0.289,0.316,3.307,0.055,0,11.5,0,88,12,325,99,0.07,2.79,0.36
Cookie,"Cookie, vanilla wafer, reduced fat",5,15.2,3.887,73.6,1.9,5.1,8,48,0.23,6,0.275,0.32,3.106,0.073,0.13,27.6,0,104,14,388,97,0.1,2.38,0.36
Cookie,"Cookie, vanilla with caramel, coconut, and chocolate coating",3.5,25.8,3.7,64.1,4.4,5.7,6,40,2.42,5,0.14,0.12,1.2,0.05,0.04,11.4,0.2,76,30,182,195,0.38,3.2,0.5
Cookie,"Cookie, rugelach",3.7,7.3,2.772,70.9,4.6,16.5,9,64,0.65,5.8,0.158,0.217,1.874,0.075,0.09,14.6,0.3,62,27,350,207,0.147,2.9,0.39
Cookie,"Cookie, chocolate chip, sugar free",3.9,16.8,5.035,73.4,1.6,5.1,1,46,1.06,4,0.373,0.188,2.843,0.018,0,6.7,0,109,21,244,199,0.218,3.5,0.47
Cookie,"Cookie, oatmeal, sugar free",4.8,18,6.784,69.9,2.9,6.5,1,54,1.52,7,0.46,0.211,3.236,0.026,0,12,0.3,122,17,273,175,0.151,4.07,0.49
Cookie,"Cookie, sandwich, sugar free",4.5,22.1,7.919,68,4.1,4.2,1,98,1.64,5.4,0.524,0.292,3.971,0.033,0.04,9.8,0,200,26,342,295,0.22,4.72,0.58
Cookie,"Cookie, sugar or plain, sugar free",10.34,31.03,11.486,50.52,3.4,6.17,0,0,3.51,34.8,0.34,0.222,5.538,0.112,0,38.5,0,132,49,448,202,0.199,2.48,1.05
Cookie,"Cookie, sugar wafer, sugar free",3.57,28.57,10.748,66.26,14.3,0.7,0,0,3.08,2.6,0.24,0.15,1.8,0.009,0,1.2,0,40,7,71,57,0.038,1.29,0.2
Cookie,"Cookie, peanut butter, sugar free",10.34,31.03,11.486,50.52,3.4,6.17,0,0,3.51,34.8,0.34,0.222,5.538,0.112,0,38.5,0,132,49,448,202,0.199,2.48,1.05
Cookie,"Cookie, gluten free",2.19,17.89,1.807,76.03,2.5,2.84,0,19,2.31,25.6,0.05,0.076,0.39,0,0,19.6,0,70,40,275,157,0.261,2.81,0.66
Cookies,"Cookies, Puerto Rican style",5.99,22.91,2.734,67.37,1.6,2.75,0,9,0.17,0.2,0.364,0.262,3.082,0.023,0,16.8,0,63,13,271,63,0.085,2.7,0.43
Pie,"Pie, NFS",1.9,11,2.198,34,1.6,52.2,32,11,1.52,3.5,0.028,0.027,0.263,0.038,0.01,7.2,3.2,24,7,201,65,0.046,0.45,0.16
Pie,"Pie, individual size or tart, NFS",3,16.1,5.376,42.6,2.6,37.6,5,22,1.72,4.1,0.141,0.106,1.425,0.03,0.08,7.2,1.3,43,10,333,65,0.047,1.22,0.23
Pie,"Pie, fried, NFS",3,16.1,5.376,42.6,2.6,37.6,5,22,1.72,4.1,0.141,0.106,1.425,0.03,0.08,7.2,1.3,43,10,333,65,0.047,1.22,0.23
Pie,"Pie, apple, two crust",1.9,11,2.198,34,1.6,52.2,32,11,1.52,3.5,0.028,0.027,0.263,0.038,0.01,7.2,3.2,24,7,201,65,0.046,0.45,0.16
Pie,"Pie, apple, individual size or tart",3,16.1,5.376,42.6,2.6,37.6,5,22,1.72,4.1,0.141,0.106,1.425,0.03,0.08,7.2,1.3,43,10,333,65,0.047,1.22,0.23
Pie,"Pie, apple, fried pie",3,16.1,5.376,42.6,2.6,37.6,5,22,1.72,4.1,0.141,0.106,1.425,0.03,0.08,7.2,1.3,43,10,333,65,0.047,1.22,0.23
Pie,"Pie, apple, one crust",1.8,9.33,2.642,38.94,1.1,49.24,8,6,0.62,5.6,0.104,0.088,0.9,0.023,0,3.3,1.5,23,6,197,56,0.04,0.81,0.14
Pie,"Pie, apricot, two crust",3.16,12.57,3.537,39.07,1.7,44.12,42,11,1.21,8.2,0.163,0.127,1.531,0.036,0,3.8,4.1,38,10,221,145,0.072,1.32,0.27
Pie,"Pie, apricot, individual size or tart",3,16.1,5.376,42.6,2.6,37.6,5,22,1.72,4.1,0.141,0.106,1.425,0.03,0.08,7.2,1.3,43,10,333,65,0.047,1.22,0.23
Pie,"Pie, apricot, fried pie",3,16.1,5.376,42.6,2.6,37.6,5,22,1.72,4.1,0.141,0.106,1.425,0.03,0.08,7.2,1.3,43,10,333,65,0.047,1.22,0.23
Pie,"Pie, blackberry, two crust",2.81,12.36,3.586,35.21,3.2,48.81,19,18,1.39,17,0.139,0.106,1.373,0.023,0,6.5,8.9,33,15,205,96,0.105,1.27,0.41
Pie,"Pie, blackberry, individual size or tart",3.11,14,4.046,36.44,3.1,45.45,17,17,1.44,17.1,0.16,0.12,1.532,0.023,0,6.6,8.3,36,15,279,95,0.105,1.41,0.41
Pie,"Pie, berry, not blackberry, blueberry, boysenberry, huckleberry, raspberry, or strawberry; two crust",2.6,13.83,3.942,39.56,2.1,43.23,17,8,1.46,10.3,0.153,0.115,1.274,0.033,0,4.9,5.4,30,8,233,57,0.057,1.2,0.2
Pie,"Pie, berry, not blackberry, blueberry, boysenberry, huckleberry, raspberry, or strawberry; one crust",1.76,10.37,2.967,38.66,2.5,48.59,22,7,1.48,9.5,0.098,0.08,0.819,0.038,0,5,7.3,22,7,177,60,0.053,0.82,0.16
Pie,"Pie, berry, not blackberry, blueberry, boysenberry, huckleberry, raspberry, or strawberry, individual size or tart",2.96,15.56,4.433,40.61,2.1,39.87,16,8,1.52,11,0.175,0.13,1.461,0.032,0,5.1,5,34,9,315,59,0.061,1.36,0.22
Pie,"Pie, blueberry, two crust",1.8,10,3.524,34.9,1,52.5,44,8,1.04,10.5,0.01,0.03,0.3,0.037,0.01,7.2,2.7,23,5,287,50,0.046,0.3,0.16
Pie,"Pie, blueberry, individual size or tart",2.81,13.92,3.984,38.67,1.8,43.65,14,7,1.17,16.9,0.166,0.127,1.438,0.033,0,5.4,4.2,32,8,279,60,0.06,1.25,0.24
Pie,"Pie, cherry, two crust",2,11,2.055,39.8,0.8,46.2,52,12,0.76,7.6,0.023,0.029,0.2,0.041,0.01,7.2,0.9,29,8,246,81,0.04,0.48,0.18
Pie,"Pie, cherry, one crust",2.08,8.62,2.442,36.66,1.2,51.92,29,10,0.71,5.9,0.105,0.097,0.903,0.035,0,4.4,1.1,23,8,186,77,0.067,1.65,0.16
Pie,"Pie, cherry, individual size or tart",2,11,2.055,39.8,0.8,46.2,52,12,0.76,7.6,0.023,0.029,0.2,0.041,0.01,7.2,0.9,29,8,246,81,0.04,0.48,0.18
Pie,"Pie, cherry, fried pie",3,16.1,5.376,42.6,2.6,37.6,5,22,1.72,4.1,0.141,0.106,1.425,0.03,0.08,7.2,1.3,43,10,333,65,0.047,1.22,0.23
Pie,"Pie, lemon, not cream or meringue",5.06,15.61,4.29,57.07,0.9,21.31,49,17,1.15,8.6,0.178,0.206,1.44,0.047,0.13,45.7,5.5,65,9,254,68,0.057,1.59,0.43
Pie,"Pie, lemon, not cream or meringue, individual size or tart",5.25,16.85,4.656,56.7,1,20.19,45,17,1.21,9.2,0.203,0.216,1.646,0.045,0.12,42.2,4.9,66,10,276,68,0.061,1.74,0.43
Pie,"Pie, lemon, fried pie",3,16.1,5.376,42.6,2.6,37.6,5,22,1.72,4.1,0.141,0.106,1.425,0.03,0.08,7.2,1.3,43,10,333,65,0.047,1.22,0.23
Pie,"Pie, mince, two crust",2.6,10.8,2.842,48,2.6,37.4,1,22,0.15,5.4,0.15,0.105,1.189,0.065,0,7.2,5.9,42,14,254,203,0.113,1.49,0.22
Pie,"Pie, peach, two crust",1.9,10,3.749,32.9,0.8,54.4,10,8,0.94,3.3,0.061,0.033,0.2,0.023,0,7.2,0.9,22,6,217,125,0.053,0.5,0.09
Pie,"Pie, peach, one crust",2.22,8.34,2.357,38.8,1.4,49.9,14,5,0.98,6.3,0.112,0.092,1.31,0.022,0,5.6,2.2,32,9,154,91,0.072,0.98,0.27
Pie,"Pie, peach, individual size or tart",3.21,14.25,4.036,39.28,1.4,42.14,9,7,1.2,8.8,0.181,0.136,1.771,0.022,0,5.5,1.5,40,10,308,80,0.074,1.43,0.3
Pie,"Pie, peach, fried pie",3,16.1,5.376,42.6,2.6,37.6,5,22,1.72,4.1,0.141,0.106,1.425,0.03,0.08,7.2,1.3,43,10,333,65,0.047,1.22,0.23
Pie,"Pie, pear, two crust",2.47,12.16,3.461,37.94,2,46.56,0,8,0.79,8.3,0.147,0.113,1.252,0.021,0,4.5,1.5,30,8,236,70,0.067,1.14,0.2
Pie,"Pie, pear, individual size or tart",2.82,14.12,4.014,39.02,2,42.99,0,8,0.91,9.2,0.169,0.127,1.431,0.021,0,4.6,1.4,33,9,309,70,0.07,1.29,0.22
Pie,"Pie, pineapple, two crust",2.56,12.1,3.425,34.73,1,49.77,1,11,0.74,6.5,0.18,0.114,1.333,0.038,0,3.8,2.5,27,13,219,72,0.075,1.25,0.23
Pie,"Pie, pineapple, individual size or tart",3,16.1,5.376,42.6,2.6,37.6,5,22,1.72,4.1,0.141,0.106,1.425,0.03,0.08,7.2,1.3,43,10,333,65,0.047,1.22,0.23
Pie,"Pie, raisin, two crust",2.66,10.96,3.098,36.92,1.3,48.49,0,14,0.69,6.3,0.146,0.112,1.214,0.034,0,3.8,0.8,38,11,225,126,0.072,1.25,0.2
Pie,"Pie, raisin, individual size or tart",3.16,13.53,3.828,40.44,1.4,41.88,0,15,0.84,7.6,0.178,0.134,1.474,0.036,0,4.3,0.7,43,12,223,130,0.079,1.48,0.24
Pie,"Pie, raspberry, one crust",2.06,8.81,2.628,35.42,4.3,53,19,17,1.13,10.2,0.097,0.083,1.004,0.038,0,9.1,13.6,32,17,136,100,0.071,1.03,0.35
Pie,"Pie, raspberry, two crust",2.71,12.43,3.632,36.35,3.8,47.63,15,16,1.24,11.1,0.144,0.112,1.352,0.035,0,8.4,11,37,16,205,91,0.072,1.31,0.35
Pie,"Pie, rhubarb, two crust",3.39,15.41,4.38,36.53,1.5,43.5,2,38,1.05,19.8,0.193,0.144,1.665,0.021,0,5.4,2.6,38,11,276,136,0.053,1.47,0.25
Pie,"Pie, strawberry, one crust",2.29,9.63,2.76,34.55,1.8,52.76,1,13,0.76,6.3,0.127,0.096,1.173,0.036,0,5.5,30,35,12,169,107,0.055,1.11,0.22
Pie,"Pie, strawberry-rhubarb, two crust",3.17,14.36,4.092,35.5,1.6,45.92,1,24,1,13.6,0.182,0.134,1.591,0.028,0,5.4,14.2,39,12,255,116,0.057,1.44,0.25
Pie,"Pie, strawberry, individual size or tart",2.82,12.54,3.584,36.26,1.7,47.47,0,13,0.92,7.7,0.162,0.119,1.446,0.035,0,5.6,26.3,39,13,221,103,0.06,1.34,0.24
Pie,"Pie, apple-sour cream",1.85,9.28,2.046,29.87,1.3,58.32,17,27,0.5,4.2,0.095,0.097,0.769,0.036,0.01,5.3,2.2,32,8,158,99,0.046,0.74,0.17
Pie,"Pie, cherry, made with cream cheese and sour cream",3.13,13.09,1.744,39.66,0.6,43.6,84,38,0.61,3.4,0.063,0.14,0.507,0.041,0.09,22.8,0.7,52,8,80,87,0.047,1.02,0.29
Pie,"Pie, banana cream",4.4,13.6,3.292,32.9,0.7,47.9,61,75,0.4,6.3,0.139,0.207,1.054,0.133,0.25,28.7,1.6,92,16,240,165,0.052,1.04,0.48
Pie,"Pie, banana cream, individual size or tart",4.52,10.83,2.789,31.01,1.1,52.55,39,59,0.69,5,0.136,0.188,1.102,0.116,0.19,30.9,1.5,83,16,191,164,0.049,1.04,0.44
Pie,"Pie, buttermilk",4.14,18.25,4.938,51.48,0.4,25.41,27,39,1.18,8.8,0.105,0.173,0.798,0.036,0.13,39.2,0.2,66,8,172,73,0.037,0.98,0.4
Pie,"Pie, chess",5.31,20.11,3.05,53.34,0.9,20.3,130,25,0.62,4.4,0.108,0.213,0.849,0.055,0.22,68.8,0,78,8,235,65,0.046,1.23,0.49
Pie,"Pie, chocolate cream",4.15,22.41,1.149,38.44,0.8,33.92,46,66,1.09,9.5,0.087,0.14,0.605,0.02,0.12,17.9,0,79,19,266,161,0.118,1.49,0.44
Pie,"Pie, chocolate cream, individual size or tart",5.3,13.93,3.048,36.08,1.5,43.33,14,74,0.72,5.8,0.17,0.214,1.296,0.035,0.19,33.1,0,110,29,259,152,0.227,2.14,0.99
Pie,"Pie, coconut cream",2.1,16.6,1.544,37.3,1.3,43.2,27,29,0.15,5.3,0.05,0.08,0.2,0.068,0.12,22.1,0,85,20,204,65,0.068,0.8,0.47
Pie,"Pie, coconut cream, individual size or tart",5.45,11.39,2.798,25.37,0.8,56.63,23,79,0.7,4.7,0.134,0.238,0.984,0.046,0.25,40.6,0.1,105,13,229,135,0.057,1.14,0.56
Pie,"Pie, custard",5.5,11.6,3.723,20.8,1.6,60.9,57,80,0.94,3.2,0.039,0.208,0.292,0.048,0.43,38,0.6,112,11,275,106,0.024,0.58,0.52
Pie,"Pie, custard, individual size or tart",5.74,4.75,1.216,26.41,0.5,61.53,24,87,0.36,1.7,0.139,0.256,1.023,0.048,0.27,42.8,0,110,13,381,135,0.046,1.12,0.57
Mixed fruit tart filled with custard or cream cheese,Mixed fruit tart filled with custard or cream cheese,3.54,8.72,0.868,20.7,1.4,66.2,73,57,0.61,6.7,0.07,0.12,0.722,0.065,0.16,32.6,18,73,12,116,157,0.059,0.66,0.38
Dessert pizza,Dessert pizza,1.87,7.56,0.56,32.31,1.7,57.64,15,21,0.89,13.3,0.062,0.084,1.08,0.045,0,9.7,23.8,47,13,130,119,0.115,0.9,0.42
Pie,"Pie, lemon cream",4.61,10.95,3.003,38.51,0.4,44.85,56,68,0.9,7,0.101,0.206,0.691,0.047,0.3,42,3.1,89,10,236,114,0.037,0.85,0.47
Pie,"Pie, lemon cream, individual size or tart",4.68,12.59,3.48,38.6,0.5,42.99,51,62,0.98,7.8,0.119,0.209,0.902,0.045,0.27,38.2,2.8,85,10,261,108,0.041,1.01,0.46
Pie,"Pie, peanut butter cream",7.73,14.61,3.507,34.04,1.1,42.05,49,88,1.61,3.5,0.163,0.226,2.648,0.109,0.33,41.2,0,139,33,310,193,0.086,1.24,0.81
Pie,"Pie, pineapple cream",3.77,7.68,1.944,28.9,0.5,58.89,33,49,0.48,3.4,0.122,0.154,0.862,0.047,0.16,28.1,1.1,66,11,135,97,0.047,0.92,0.37
Pie,"Pie, pumpkin",3.9,9.75,1.77,34.83,1.8,50.39,448,64,0.76,13.2,0.177,0.124,1.107,0.063,0.35,37.5,0,81,14,239,167,0.148,0.9,0.39
Pie,"Pie, pumpkin, individual size or tart",3.9,9.75,1.77,34.83,1.8,50.39,448,64,0.76,13.2,0.177,0.124,1.107,0.063,0.35,37.5,0,81,14,239,167,0.148,0.9,0.39
Pie,"Pie, sour cream, raisin",5.06,22.63,4.381,34.12,1.5,36.85,87,63,1.2,9.7,0.167,0.231,1.35,0.068,0.12,31.4,0.6,93,18,255,218,0.095,1.56,0.48
Pie,"Pie, squash",4,8.01,2.004,26.64,1.3,60.29,120,65,0.54,4.9,0.1,0.17,0.84,0.09,0.19,32.1,2.5,77,13,166,168,0.054,0.93,0.45
Pie,"Pie, strawberry cream",1.65,10.76,1.622,26.27,1.1,60.79,69,20,0.55,3.8,0.069,0.082,0.632,0.028,0.03,6,23.8,29,9,82,88,0.038,0.61,0.16
Pie,"Pie, strawberry cream, individual size or tart",2.23,13.35,2.542,28.7,1.1,55.22,60,19,0.72,5.4,0.109,0.105,0.955,0.028,0.02,6,20.8,34,9,77,84,0.044,0.88,0.19
Pie,"Pie, sweet potato",3.26,15.08,1.788,29.03,1.9,51.6,512,44,0.84,3.9,0.074,0.141,0.699,0.107,0.08,27.5,6.1,56,15,191,169,0.072,0.98,0.33
Pie,"Pie, vanilla cream",4.8,14.4,3.438,32.6,0.6,47,83,90,0.45,6.7,0.139,0.216,0.984,0.049,0.3,32.8,0.5,104,13,260,126,0.039,1.02,0.53
Pie,"Pie, chiffon, not chocolate",6.66,11.83,3.068,40.09,0.5,40.53,53,23,0.89,4.6,0.118,0.225,0.907,0.065,0.23,79.9,4.2,84,9,203,75,0.073,1.38,0.55
Pie,"Pie, chiffon, chocolate",6.39,15.07,3.361,41.34,1.4,36.19,55,24,0.96,6.6,0.118,0.194,0.936,0.049,0.18,64.4,0,90,25,202,98,0.241,2.17,0.97
Pie,"Pie, black bottom",5.48,15.56,2.026,37.44,1.2,40.19,140,81,0.96,5.8,0.068,0.205,0.856,0.065,0.22,41.7,0.1,103,31,214,211,0.22,2.55,0.84
Pie,"Pie, lemon meringue",1.5,8.7,3.648,47.2,1.2,41.7,51,56,1.06,2.1,0.062,0.209,0.649,0.03,0.17,6.2,3.2,105,15,172,89,0.001,0.61,0.49
Pie,"Pie, lemon meringue, individual size or tart",1.5,8.7,3.648,47.2,1.2,41.7,51,56,1.06,2.1,0.062,0.209,0.649,0.03,0.17,6.2,3.2,105,15,172,89,0.001,0.61,0.49
Pie,"Pie, chocolate-marshmallow",4.61,20.65,3.302,47.26,1.6,26.26,96,103,1.23,12.3,0.086,0.182,0.796,0.046,0.35,19.3,0,123,30,186,188,0.196,1.35,0.97
Pie,"Pie, pecan",4.5,16.69,3.554,59.61,2.1,18.25,51,22,0.8,15.5,0.204,0.078,1.31,0.038,0.12,49.5,0,83,22,275,99,0.184,0.93,0.87
Pie,"Pie, pecan, individual size or tart",4.5,16.69,3.554,59.61,2.1,18.25,51,22,0.8,15.5,0.204,0.078,1.31,0.038,0.12,49.5,0,83,22,275,99,0.184,0.93,0.87
Pie,"Pie, oatmeal",5.12,15.82,4.454,59.91,1.4,18.13,85,23,1.32,10.7,0.161,0.164,0.913,0.045,0.14,48.8,0,90,20,242,77,0.072,1.42,0.86
Pie,"Pie, pudding, flavors other than chocolate",2.85,11.75,2.603,29.85,0.5,54.68,1,39,0.77,5.2,0.123,0.129,0.953,0.021,0.11,6.3,0.1,49,7,288,67,0.038,0.87,0.24
Pie,"Pie, Toll house chocolate chip",5.86,39.25,13.583,44.68,2.3,8.82,204,33,2.71,26.1,0.177,0.173,1.242,0.101,0.1,37.3,0.2,107,46,309,165,0.352,2.03,0.92
Pie,"Pie, shoo-fly",3.93,11.1,3.097,60.6,0.9,22.65,12,79,0.72,5.5,0.193,0.16,1.77,0.195,0.05,24.4,0,54,68,211,426,0.178,2.77,0.38
Pie,"Pie, tofu with fruit",4.78,12.13,4.202,22.06,0.8,60.08,102,71,1.24,12.9,0.047,0.084,0.666,0.059,0.06,28,10.2,79,20,169,123,0.103,1.06,0.52
Pie shell,Pie shell,6.5,28.59,3.568,56.24,3.3,7.18,0,21,0.54,7.8,0.3,0.155,3.45,0.045,0,13.4,0,82,17,467,114,0.097,2.8,0.51
Pie shell,"Pie shell, graham cracker",5.1,24.83,1.671,64.3,1.9,4.37,0,29,1.85,21.8,0.184,0.213,3.22,0.076,0,17.7,0,117,23,471,113,0.223,2.6,1.25
Pie shell,"Pie shell, chocolate wafer",6.08,22.42,2.035,64.48,2.7,4.99,0,32,1.79,18.2,0.336,0.265,3.073,0.043,0,16.4,0,120,40,503,187,0.77,4.3,2.1
Vanilla wafer dessert base,Vanilla wafer dessert base,3.7,36.2,10.682,50.2,0.1,8.5,269,42,3.06,34,0.189,0.229,2.113,0.052,0.09,22.7,0.1,78,10,515,79,0.068,1.63,0.24
Blintz,"Blintz, cheese-filled",9.06,7.65,1.577,20.09,0.4,61.23,85,115,0.66,4.3,0.106,0.245,0.765,0.062,0.42,63.5,0,157,11,430,117,0.048,1.02,0.59
Blintz,"Blintz, fruit-filled",5.57,6.23,1.432,24.74,0.7,62.49,91,54,0.67,4.6,0.075,0.181,0.557,0.064,0.29,50.8,0.6,91,10,190,116,0.054,1.23,0.45
Cobbler,"Cobbler, apple",2.31,4.95,1.394,36.38,0.9,55.25,5,77,0.34,3,0.104,0.116,0.815,0.025,0.06,5.4,1.1,59,8,198,82,0.038,0.8,0.21
